Name,Module Name,Activity Type Name,Scheduled Start Time,Scheduled End Time,Scheduled Days,Teaching Week Pattern,Activity Dates (Individual),Size,Allocated Location Name,Scheduled
AHCP10051/Lecture A/,AHCP10051,LECTURE,10:00,11:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",50,Kilburn_TH 1.5,Checked
AMER10501/Welcome week Lecture/,AMER10501,LECTURE,10:00,11:00,Wednesday,1,22/09/2021,60,Kilburn_TH 1.5,Checked
"BIOL21101/LEC/LEC1/Wed 09-10 <02-03, 08>",BIOL21101,LECTURE,9:00,10:00,Wednesday,"2-3, 8","29/09/2021,06/10/2021,10/11/2021",270,Kilburn_TH 1.1,Checked
"BIOL21101/LEC/LEC2/Fri 12-13 <04-06, 08-13>",BIOL21101,LECTURE,12:00,13:00,Friday,"4-6, 8-13","15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,03/12/2021,10/12/2021,17/12/2021",270,Kilburn_TH 1.1,Checked
BIOL31471/LEC/LEC1/Mon 14-15,BIOL31471,LECTURE,14:00,15:00,Monday,2-7,"27/09/2021,04/10/2021,11/10/2021,18/10/2021,25/10/2021,01/11/2021",75,Kilburn_TH 1.4,Checked
BIOL31471/LEC/LEC3/Fri 13-14,BIOL31471,LECTURE,13:00,14:00,Friday,2-7,"01/10/2021,08/10/2021,15/10/2021,22/10/2021,29/10/2021,05/11/2021",75,Kilburn_TH 1.4,Checked
BIOL31482/LEC/LEC1/Mon 12-13,BIOL31482,LECTURE,12:00,13:00,Monday,21-26,"07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022",75,Kilburn_TH 1.4,Checked
"BIOL31551/LEC/LEC2/Tue 16-17 <03, 07>",BIOL31551,WORKSHOP,16:00,17:00,Tuesday,"3, 7","05/10/2021,02/11/2021",75,Kilburn_TH 1.4,Checked
BIOL31582/LEC/LEC1/Tue 15-16,BIOL31582,LECTURE,15:00,16:00,Tuesday,21-26,"08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022",75,Kilburn_TH 1.4,Checked
BIOL31582/LEC/LEC3/Fri 12-13,BIOL31582,LECTURE,12:00,13:00,Friday,21-26,"11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022",75,Kilburn_TH 1.4,Checked
BIOL31591/LEC/LEC1/Mon 15-16,BIOL31591,LECTURE,15:00,16:00,Monday,2-7,"27/09/2021,04/10/2021,11/10/2021,18/10/2021,25/10/2021,01/11/2021",75,Kilburn_TH 1.4,Checked
BIOL31631/LEC/LEC1/Thu 10-11,BIOL31631,LECTURE,10:00,11:00,Thursday,2-7,"30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,04/11/2021",75,Kilburn_TH 1.4,Checked
BIOL31631/LEC/LEC2/Fri 15-17,BIOL31631,LECTURE,15:00,17:00,Friday,2-7,"01/10/2021,08/10/2021,15/10/2021,22/10/2021,29/10/2021,05/11/2021",75,Kilburn_TH 1.4,Checked
BIOL31802/LEC/LEC1/Tue 13-14,BIOL31802,LECTURE,13:00,14:00,Tuesday,21-26,"08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022",75,Kilburn_TH 1.4,Checked
BIOL31802/LEC/LEC2/Tue 17-18 (wks 2&6 only),BIOL31802,LECTURE,17:00,18:00,Tuesday,"22, 26","15/02/2022,15/03/2022",75,Kilburn_TH 1.4,Checked
BMAN20811/LEC/LEC/01,BMAN20811,LECTURE,12:00,14:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",75,Kilburn_TH 1.4,Checked
BMAN21040/SEMESTER 1/WORKSHOP/WSP/01,BMAN21040,WORKSHOP,12:00,13:00,Thursday,"3, 6, 10","07/10/2021,28/10/2021,25/11/2021",80,Kilburn_TH 1.3,Checked
BMAN24102/LECTURE/01,BMAN24102,LECTURE,9:00,11:00,Wednesday,"21-28, 32-34","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022",275,Kilburn_TH 1.1,Checked
BMAN24410/LECTURE/SEMESTER 1/01,BMAN24410,LECTURE,11:00,13:00,Friday,"2-6, 8-12","01/10/2021,08/10/2021,15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,03/12/2021,10/12/2021",70,Kilburn_TH 1.4,Checked
BMAN71111/LEC/Finance,BMAN71111,LECTURE,10:00,13:00,Friday,"2-6, 8-12","01/10/2021,08/10/2021,15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,03/12/2021,10/12/2021",80,Kilburn_TH 1.5,Checked
CAHE20041/Lecture B/,CAHE20041,LECTURE,10:00,11:00,Friday,"2-6, 8-13","01/10/2021,08/10/2021,15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,03/12/2021,10/12/2021,17/12/2021",50,Kilburn_TH 1.4,Checked
"CAHE23012/Lecture B/, CAHE33012/Lecture B/","CAHE23012, CAHE33012",LECTURE,10:00,11:00,Tuesday,"21-28, 32-35","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022,17/05/2022",25,Kilburn_TH 1.5,Checked
"CAHE24102/Lecture A/, CAHE34102/Lecture A/","CAHE24102, CAHE34102",LECTURE,13:00,14:00,Monday,"21-28, 32-35","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022,16/05/2022",40,Kilburn_TH 1.4,Checked
"CAHE25461/Lecture/, CAHE35461/Lecture/","CAHE25461, CAHE35461",LECTURE,10:00,12:00,Wednesday,"2-6, 8-13","29/09/2021,06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",90,Kilburn_TH 1.1,Checked
CAHE30000/Lecture A/,CAHE30000,LECTURE,16:00,17:00,Thursday,"2, 5, 8, 10-11","30/09/2021,21/10/2021,11/11/2021,25/11/2021,02/12/2021",60,Kilburn_TH 1.4,Checked
"CHEM40111/SECTIONA/LEC/01, CHEM40121/SECTIONA/LEC/01 <06, 08>","CHEM40121, CHEM40111",LECTURE,11:00,12:00,Wednesday,"6, 8","27/10/2021,10/11/2021",80,Kilburn_TH 1.5,Checked
COMP10120/LAB/SEM1/Drop-in/01,COMP10120,DROP-IN,15:00,16:00,Friday,"3-6, 8-11, 13","08/10/2021,15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,03/12/2021,17/12/2021",74,Kilburn_G23,Checked
COMP10120/LAB/SEM1/M,COMP10120,LABORATORY,9:00,10:00,Tuesday,"3-6, 8-13","05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",80,Kilburn_1.8+1.10,Checked
COMP10120/LAB/SEM1/X,COMP10120,LABORATORY,11:00,12:00,Monday,"3-6, 8-13","04/10/2021,11/10/2021,18/10/2021,25/10/2021,08/11/2021,15/11/2021,22/11/2021,29/11/2021,06/12/2021,13/12/2021",160,Kilburn_1.8+1.10,Checked
COMP10120/LAB/SEM1/Y,COMP10120,LABORATORY,10:00,11:00,Monday,"3-6, 8-13","04/10/2021,11/10/2021,18/10/2021,25/10/2021,08/11/2021,15/11/2021,22/11/2021,29/11/2021,06/12/2021,13/12/2021",160,Kilburn_1.8+1.10,Checked
COMP10120/LAB/SEM1/Z,COMP10120,LABORATORY,15:00,16:00,Thursday,"3-6, 8-13","07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",160,Kilburn_1.8+1.10,Checked
COMP10120/LAB/SEM2/M+X,COMP10120,LABORATORY,10:00,11:00,Tuesday,21-28,"08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022",166,Kilburn_1.8+1.10,Checked
COMP10120/SHOWCASE/SEM2/w9/01,COMP10120,PRESENTATIONS,12:00,14:00,Monday,32,25/04/2022,100,Kilburn_2.25 (A+B),Checked
COMP10120/SHOWCASE/SEM2/w9/02,COMP10120,PRESENTATIONS,12:00,14:00,Monday,32,25/04/2022,74,Kilburn_LF31,Checked
COMP10120/SHOWCASE/SEM2/w9/04,COMP10120,PRESENTATIONS,12:00,14:00,Monday,32,25/04/2022,94,Kilburn_G23,Checked
COMP10120/SHOWCASE/SEM2/w9/05,COMP10120,PRESENTATIONS,12:00,14:00,Monday,32,25/04/2022,166,Kilburn_1.8+1.10,Checked
COMP11120/EX/SEM2/Y,COMP11120,EXAMPLES,15:00,16:00,Tuesday,"21-28, 32-34","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",99,Kilburn_2.19,Checked
COMP11120/EX/SEM2/Z,COMP11120,EXAMPLES,16:00,17:00,Tuesday,"21-28, 32-34","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",99,Kilburn_2.19,Checked
COMP11212/EX/M+X,COMP11212,EXAMPLES,9:00,10:00,Tuesday,"22-28, 32-34","15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",90,Kilburn_Collab (1+2),Checked
COMP11212/EX/V,COMP11212,EXAMPLES,16:00,17:00,Tuesday,"22-28, 32-34","15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",90,Kilburn_Collab (1+2),Checked
COMP11212/EX/W,COMP11212,EXAMPLES,9:00,10:00,Wednesday,"22-28, 32-34","16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022",90,Kilburn_Collab (1+2),Checked
COMP11212/EX/Y,COMP11212,EXAMPLES,10:00,11:00,Tuesday,"22-28, 32-34","15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",90,Kilburn_Collab (1+2),Checked
COMP11212/EX/Z,COMP11212,EXAMPLES,14:00,15:00,Tuesday,"22-28, 32-34","15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",90,Kilburn_2.19,Checked
COMP12111/LAB/01,COMP12111,DROP-IN,15:00,17:00,Tuesday,"3-6, 8-13","05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",80,Kilburn_2.25 (A+B),Checked
COMP12111/LAB/02,COMP12111,DROP-IN,9:00,11:00,Wednesday,"3-6, 8-13","06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",160,Kilburn_1.8+1.10,Checked
COMP12111/LAB/03,COMP12111,DROP-IN,13:00,15:00,Monday,"3-6, 8-13","04/10/2021,11/10/2021,18/10/2021,25/10/2021,08/11/2021,15/11/2021,22/11/2021,29/11/2021,06/12/2021,13/12/2021",160,Kilburn_1.8+1.10,Checked
COMP12111/LAB/04,COMP12111,DROP-IN,13:00,15:00,Thursday,"3-6, 8-13","07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",80,Kilburn_2.25 (A+B),Checked
COMP13212/LAB/M+X,COMP13212,LABORATORY,11:00,13:00,Thursday,"22, 24, 26, 28, 33","17/02/2022,03/03/2022,17/03/2022,31/03/2022,05/05/2022",166,Kilburn_1.8+1.10,Checked
COMP13212/LAB/Y,COMP13212,LABORATORY,15:00,17:00,Friday,"22, 24, 26, 28, 33","18/02/2022,04/03/2022,18/03/2022,01/04/2022,06/05/2022",166,Kilburn_1.8+1.10,Checked
COMP13212/LAB/Z,COMP13212,LABORATORY,15:00,17:00,Tuesday,"22, 24, 26, 28, 33","15/02/2022,01/03/2022,15/03/2022,29/03/2022,03/05/2022",90,Kilburn_G23,Checked
COMP13212/LEC/LEC1/EXTRA/01,COMP13212,LECTURE,17:00,18:00,Tuesday,"21-28, 32-35","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022,17/05/2022",30,Kilburn_Collab 2,Checked
COMP13212/LEC/LEC2/EXTRA/01,COMP13212,LECTURE,10:00,11:00,Friday,"21-28, 32-35","11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022,25/03/2022,01/04/2022,29/04/2022,06/05/2022,13/05/2022,20/05/2022",30,Kilburn_Collab 2,Checked
COMP15111/LAB/02,COMP15111,LABORATORY,9:00,10:00,Friday,"3-6, 8-10, 13","08/10/2021,15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,17/12/2021",160,Kilburn_1.8+1.10,Checked
COMP15111/LAB/03,COMP15111,LABORATORY,9:00,10:00,Monday,"3-6, 8-10, 13","04/10/2021,11/10/2021,18/10/2021,25/10/2021,08/11/2021,15/11/2021,22/11/2021,13/12/2021",160,Kilburn_1.8+1.10,Checked
COMP15111/LAB/04,COMP15111,LABORATORY,14:00,15:00,Wednesday,"3-6, 8-10, 13","06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,15/12/2021",160,Kilburn_1.8+1.10,Checked
COMP15111/LAB/05,COMP15111,LABORATORY,10:00,11:00,Friday,"3-6, 8-10, 13","08/10/2021,15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,17/12/2021",85,Kilburn_2.25 (A+B),Checked
COMP15111/LAB/06,COMP15111,LABORATORY,15:00,16:00,Wednesday,"3-6, 8-10, 13","06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,15/12/2021",85,Kilburn_1.8+1.10,Checked
COMP15212/LAB/M+X,COMP15212,LABORATORY,11:00,13:00,Thursday,"23, 25, 27, 32, 34-35","24/02/2022,10/03/2022,24/03/2022,28/04/2022,12/05/2022,19/05/2022",166,Kilburn_1.8+1.10,Checked
COMP15212/LAB/Z,COMP15212,LABORATORY,11:00,13:00,Friday,"23, 25, 27, 32, 34-35","25/02/2022,11/03/2022,25/03/2022,29/04/2022,13/05/2022,20/05/2022",90,Kilburn_G23,Checked
COMP16412/LAB/Z,COMP16412,LABORATORY,14:00,16:00,Friday,"21-28, 32-35","11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022,25/03/2022,01/04/2022,29/04/2022,06/05/2022,13/05/2022,20/05/2022",85,Kilburn_G23,Checked
COMP16412/LEC/LEC1/EXTRA/01,COMP16412,LECTURE,16:00,17:00,Monday,"21-28, 32-35","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022,16/05/2022",68,Kilburn_G41,Checked
COMP16412/WKSP/M+X,COMP16412,WORKSHOP,11:00,12:00,Tuesday,"21-28, 32-34","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",90,Kilburn_Collab (1+2),Checked
COMP16412/WKSP/W,COMP16412,WORKSHOP,15:00,16:00,Tuesday,"21-28, 32-34","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",90,Kilburn_Collab (1+2),Checked
COMP16412/WKSP/Y,COMP16412,WORKSHOP,11:00,12:00,Wednesday,"21-28, 32-34","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022",90,Kilburn_Collab (1+2),Checked
COMP16412/WKSP/Z,COMP16412,WORKSHOP,10:00,11:00,Wednesday,"21-28, 32-34","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022",90,Kilburn_Collab (1+2),Checked
COMP1HCI/TUT/SEM1,COMP1HCI,TUTORIAL,12:00,13:00,Monday,"4, 9","11/10/2021,15/11/2021",15,Kilburn_G36,Checked
COMP1HCI/TUT/ww,COMP1HCI,TUTORIAL,10:00,11:00,Tuesday,1,21/09/2021,15,Kilburn_G36,Checked
COMP1INTRO/LAB/WW/02,COMP1INTRO,LABORATORY,17:00,18:00,Friday,1,24/09/2021,64,Kilburn_2.25 (A+B),Checked
COMP1INTRO/Tutor-Intro/WW/Lunch/01,COMP1INTRO,LUNCH,14:00,16:00,Wednesday,1,22/09/2021,10,Kilburn_G36,Checked
COMP1INTRO/Tutor-Intro/WW/Lunch/02,COMP1INTRO,LUNCH,14:00,16:00,Wednesday,1,22/09/2021,10,Kilburn_IT406,Checked
COMP1INTRO/Tutor-Intro/WW/Lunch/03,COMP1INTRO,LUNCH,14:00,16:00,Wednesday,1,22/09/2021,10,Kilburn_Collab 1,Checked
COMP1INTRO/Tutor-Intro/WW/Lunch/04,COMP1INTRO,LUNCH,14:00,16:00,Wednesday,1,22/09/2021,10,Kilburn_2.15,Checked
COMP1INTRO/Tutor-Intro/WW/Lunch/05,COMP1INTRO,LUNCH,14:00,16:00,Wednesday,1,22/09/2021,10,Kilburn_Collab 2,Checked
COMP1INTRO/Tutor-Intro/WW/Lunch/06,COMP1INTRO,LUNCH,14:00,16:00,Wednesday,1,22/09/2021,10,Kilburn_2.19,Checked
COMP1INTRO/Tutor-Intro/WW/Lunch/07,COMP1INTRO,LUNCH,14:00,16:00,Wednesday,1,22/09/2021,10,Kilburn_IT407,Checked
COMP1PASS/SEM1/,COMP1PASS,PASS,12:00,13:00,Wednesday,"3-6, 8-13","06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",80,Kilburn_Collab (1+2),Checked
COMP1PASS/SEM1/Debrief,COMP1PASS,PASS,13:00,14:00,Wednesday,"3-6, 8-13","06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",50,Kilburn_Collab (1+2),Checked
COMP1PASS/SEM1/Rooms/01,COMP1PASS,PASS,12:00,13:00,Wednesday,"3-6, 8-13","06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",100,Kilburn_2.19,Checked
COMP1PASS/SEM1/Rooms/05,COMP1PASS,PASS,12:00,13:00,Wednesday,"3-6, 8-13","06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",100,Kilburn_IT407,Checked
COMP1PASS/SEM1/Rooms/06,COMP1PASS,PASS,12:00,13:00,Wednesday,"3-6, 8-13","06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",60,Kilburn_G41,Checked
COMP1PASS/SEM1/Rooms/OL,COMP1PASS,PASS,12:00,13:00,Wednesday,"3-6, 8-13","06/10/2021,13/10/2021,20/10/2021,27/10/2021,10/11/2021,17/11/2021,24/11/2021,01/12/2021,08/12/2021,15/12/2021",440,Kilburn_IT Seating Area Ground Floor,Checked
COMP1PASS/SEM2/01,COMP1PASS,PASS,12:00,13:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",15,Kilburn_IT407,Checked
COMP1PASS/SEM2/02,COMP1PASS,PASS,12:00,13:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",15,Kilburn_Collab (1+2),Checked
COMP1PASS/SEM2/03,COMP1PASS,PASS,12:00,13:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",15,Kilburn_G41,Checked
COMP1PASS/SEM2/04,COMP1PASS,PASS,12:00,13:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",15,Kilburn_G36,Checked
COMP1PASS/SEM2/05,COMP1PASS,PASS,12:00,13:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",15,Kilburn_IT406,Checked
COMP1PASS/SEM2/06,COMP1PASS,PASS,12:00,13:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",15,Kilburn_2.15,Checked
COMP1PASS/SEM2/07,COMP1PASS,PASS,12:00,13:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",6,Kilburn_LF5,Checked
COMP1PASS/SEM2/08,COMP1PASS,PASS,12:00,13:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",6,Kilburn_LF6,Checked
COMP1PASS/SEM2/Debrief,COMP1PASS,PASS,13:00,14:00,Wednesday,"21-28, 32-34","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022",15,"Kilburn_Collab 1,Kilburn_Collab 2",Checked
COMP1TUT/TUT/SEM1/X4,COMP1TUT,TUTORIAL,16:00,17:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",8,Kilburn_LF8,Checked
COMP1TUT/TUT/SEM1/Z5,COMP1TUT,TUTORIAL,12:00,13:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",8,Kilburn_LF8,Checked
COMP21111/EX/ON CAMPUS/GROUP01,COMP21111,EXAMPLES,9:00,10:00,Friday,"4-6, 8-13","15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,03/12/2021,10/12/2021,17/12/2021",80,Kilburn_Collab (1+2),Checked
COMP21111/EX/ON CAMPUS/GROUP02,COMP21111,EXAMPLES,10:00,11:00,Friday,"4-6, 8-13","15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,03/12/2021,10/12/2021,17/12/2021",80,Kilburn_Collab (1+2),Checked
COMP22111/LAB/01,COMP22111,LABORATORY,16:00,18:00,Monday,"4-6, 8-13","11/10/2021,18/10/2021,25/10/2021,08/11/2021,15/11/2021,22/11/2021,29/11/2021,06/12/2021,13/12/2021",80,Kilburn_Tootill (0 + 1),Checked
COMP22111/LAB/02,COMP22111,LABORATORY,11:00,13:00,Tuesday,"4-6, 8-13","12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",80,Kilburn_Tootill (0 + 1),Checked
COMP22712/LAB/01/F,COMP22712,LABORATORY,11:00,13:00,Monday,"21-28, 32-34","07/02/2022,14/02/2022,21/02/2022,28/02/2022,07/03/2022,14/03/2022,21/03/2022,28/03/2022,25/04/2022,02/05/2022,09/05/2022",40,Kilburn_Tootill (0 + 1),Checked
COMP22712/LAB/01/G,COMP22712,LABORATORY,13:00,15:00,Tuesday,"21-28, 32-34","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",40,Kilburn_Tootill (0 + 1),Checked
COMP22712/LAB/01/H,COMP22712,LABORATORY,9:00,11:00,Tuesday,"21-28, 32-34","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022",40,Kilburn_Tootill (0 + 1),Checked
COMP22712/LAB/02/F,COMP22712,LABORATORY,11:00,13:00,Friday,"21-28, 32-34","11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022,25/03/2022,01/04/2022,29/04/2022,06/05/2022,13/05/2022",40,Kilburn_Tootill (0 + 1),Checked
COMP22712/LAB/02/G,COMP22712,LABORATORY,10:00,12:00,Wednesday,"21-28, 32-34","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022",40,Kilburn_Tootill (0 + 1),Checked
COMP22712/LAB/02/H,COMP22712,LABORATORY,9:00,11:00,Thursday,"21-28, 32-34","10/02/2022,17/02/2022,24/02/2022,03/03/2022,10/03/2022,17/03/2022,24/03/2022,31/03/2022,28/04/2022,05/05/2022,12/05/2022",40,Kilburn_Tootill (0 + 1),Checked
COMP23111/LAB/01,COMP23111,DROP-IN,14:00,15:00,Thursday,"3-6, 8-12","07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021",94,Kilburn_G23,Checked
COMP23111/LAB/02,COMP23111,DROP-IN,15:00,16:00,Thursday,"3-6, 8-12","07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021",94,Kilburn_G23,Checked
COMP23311/STD1/01,COMP23311,TEAM STUDY,10:00,11:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",166,Kilburn_1.8+1.10,Checked
COMP23311/STD1/02,COMP23311,TEAM STUDY,10:00,11:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",94,Kilburn_G23,Checked
COMP23311/STD1/03,COMP23311,TEAM STUDY,10:00,11:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",74,Kilburn_LF31,Checked
